feature_x,feature_y,gamma_cp_rx2,a_fp_rhcp_rx1,partial_dependence,pd_gamma_cp_rx2,pd_a_fp_rhcp_rx1,interaction_residual
gamma_CP_rx2,a_FP_RHCP_rx1,0.274301088249135,0.123500675374702,0.568539186507936,0.844367559523809,0.638318452380952,-0.111637361111111
gamma_CP_rx2,a_FP_RHCP_rx1,0.36350221821988,0.123500675374702,0.563727678571429,0.844367559523809,0.623995535714286,-0.118631408730158
gamma_CP_rx2,a_FP_RHCP_rx1,0.452703348190626,0.123500675374702,0.566381448412698,0.844367559523809,0.622805059523809,-0.118308988095238
gamma_CP_rx2,a_FP_RHCP_rx1,0.541904478161372,0.123500675374702,0.559933035714286,0.844367559523809,0.584139384920635,-0.119152242063492
gamma_CP_rx2,a_FP_RHCP_rx1,0.631105608132117,0.123500675374702,0.584858630952381,0.844367559523809,0.614248511904762,-0.104196884920635
gamma_CP_rx2,a_FP_RHCP_rx1,0.720306738102863,0.123500675374702,0.620548115079365,0.844367559523809,0.876649305555556,-0.0777831944444441
gamma_CP_rx2,a_FP_RHCP_rx1,0.809507868073609,0.123500675374702,0.638330853174603,0.844367559523809,0.903807043650794,-0.068953829365079
gamma_CP_rx2,a_FP_RHCP_rx1,0.898708998044354,0.123500675374702,0.650111607142857,0.844367559523809,0.90953621031746,-0.062034186507936
gamma_CP_rx2,a_FP_RHCP_rx1,0.9879101280151,0.123500675374702,0.69296875,0.844367559523809,0.911619543650794,-0.0260842857142853
gamma_CP_rx2,a_FP_RHCP_rx1,1.07711125798585,0.123500675374702,0.699367559523809,0.844367559523809,0.911619543650794,-0.0216199999999995
gamma_CP_rx2,a_FP_RHCP_rx1,1.16631238795659,0.123500675374702,0.721465773809524,0.844367559523809,0.911619543650794,-0.00413488095238046
gamma_CP_rx2,a_FP_RHCP_rx1,1.25551351792734,0.123500675374702,0.727864583333333,0.844367559523809,0.907229662698413,0.000775833333333642
gamma_CP_rx2,a_FP_RHCP_rx1,1.34471464789808,0.123500675374702,0.727864583333333,0.844367559523809,0.90484871031746,0.000775833333333642
gamma_CP_rx2,a_FP_RHCP_rx1,1.43391577786883,0.123500675374702,0.722953869047619,0.844367559523809,0.903807043650794,-0.00175392857142809
gamma_CP_rx2,a_FP_RHCP_rx1,1.52311690783957,0.123500675374702,0.722953869047619,0.844367559523809,0.903807043650794,-0.00175392857142809
gamma_CP_rx2,a_FP_RHCP_rx1,1.61231803781032,0.123500675374702,0.722953869047619,0.844367559523809,0.903807043650794,-0.00175392857142809
gamma_CP_rx2,a_FP_RHCP_rx1,1.70151916778107,0.123500675374702,0.758147321428571,0.844367559523809,0.905667162698413,0.0245853571428575
gamma_CP_rx2,a_FP_RHCP_rx1,1.79072029775181,0.123500675374702,0.758147321428571,0.844367559523809,0.905667162698413,0.0245853571428575
gamma_CP_rx2,a_FP_RHCP_rx1,1.87992142772256,0.123500675374702,0.758147321428571,0.844367559523809,0.905667162698413,0.0245853571428575
gamma_CP_rx2,a_FP_RHCP_rx1,1.9691225576933,0.123500675374702,0.758147321428571,0.844367559523809,0.905667162698413,0.0245853571428575
gamma_CP_rx2,a_FP_RHCP_rx1,-0.171704561604594,0.135700408750375,0.573970734126984,0.844367559523809,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,-0.0825034316338479,0.135700408750375,0.575756448412698,0.844367559523809,0.653125,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.00669769833689773,0.135700408750375,0.575756448412698,0.844367559523809,0.647991071428571,-0.120045099206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.0958988283076434,0.135700408750375,0.57203621031746,0.844367559523809,0.646056547619048,-0.119673075396825
gamma_CP_rx2,a_FP_RHCP_rx1,0.185099958278389,0.135700408750375,0.57203621031746,0.844367559523809,0.638318452380952,-0.114539146825397
gamma_CP_rx2,a_FP_RHCP_rx1,0.274301088249135,0.135700408750375,0.560503472222222,0.844367559523809,0.638318452380952,-0.114539146825397
gamma_CP_rx2,a_FP_RHCP_rx1,0.36350221821988,0.135700408750375,0.555691964285714,0.844367559523809,0.623995535714286,-0.121533194444444
gamma_CP_rx2,a_FP_RHCP_rx1,0.452703348190626,0.135700408750375,0.558345734126984,0.844367559523809,0.622805059523809,-0.121210773809524
gamma_CP_rx2,a_FP_RHCP_rx1,0.541904478161372,0.135700408750375,0.551897321428571,0.844367559523809,0.584139384920635,-0.122054027777777
gamma_CP_rx2,a_FP_RHCP_rx1,0.631105608132117,0.135700408750375,0.576822916666667,0.844367559523809,0.614248511904762,-0.10709867063492
gamma_CP_rx2,a_FP_RHCP_rx1,0.720306738102863,0.135700408750375,0.612512400793651,0.844367559523809,0.876649305555556,-0.0806849801587298
gamma_CP_rx2,a_FP_RHCP_rx1,0.809507868073609,0.135700408750375,0.630295138888889,0.844367559523809,0.903807043650794,-0.0718556150793647
gamma_CP_rx2,a_FP_RHCP_rx1,0.898708998044354,0.135700408750375,0.642075892857143,0.844367559523809,0.90953621031746,-0.0649359722222217
gamma_CP_rx2,a_FP_RHCP_rx1,0.9879101280151,0.135700408750375,0.684933035714286,0.844367559523809,0.911619543650794,-0.028986071428571
gamma_CP_rx2,a_FP_RHCP_rx1,1.07711125798585,0.135700408750375,0.691331845238095,0.844367559523809,0.911619543650794,-0.0245217857142852
gamma_CP_rx2,a_FP_RHCP_rx1,1.16631238795659,0.135700408750375,0.721465773809524,0.844367559523809,0.911619543650794,0.000999047619048121
gamma_CP_rx2,a_FP_RHCP_rx1,1.25551351792734,0.135700408750375,0.727864583333333,0.844367559523809,0.907229662698413,0.00590976190476222
gamma_CP_rx2,a_FP_RHCP_rx1,1.34471464789808,0.135700408750375,0.727864583333333,0.844367559523809,0.90484871031746,0.00590976190476222
gamma_CP_rx2,a_FP_RHCP_rx1,1.43391577786883,0.135700408750375,0.722953869047619,0.844367559523809,0.903807043650794,0.00338000000000049
gamma_CP_rx2,a_FP_RHCP_rx1,1.52311690783957,0.135700408750375,0.722953869047619,0.844367559523809,0.903807043650794,0.00338000000000049
