model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,a_FP_RHCP_rx1,23,0.943653250773994,0.940557275541796,0.00309597523219818
rf,a_FP_RHCP_rx1,23,0.935603715170279,0.924767801857585,0.0108359133126935
logistic,a_FP_LHCP_rx1,23,0.943653250773994,0.925077399380805,0.0185758513931888
rf,a_FP_LHCP_rx1,23,0.935603715170279,0.930650154798762,0.00495356037151706
logistic,a_FP_RHCP_rx2,23,0.943653250773994,0.938699690402477,0.00495356037151717
rf,a_FP_RHCP_rx2,23,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,a_FP_LHCP_rx2,23,0.943653250773994,0.941795665634675,0.001857585139319
rf,a_FP_LHCP_rx2,23,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,gamma_CP_rx1,24,0.943653250773994,0.935603715170279,0.00804953560371524
rf,gamma_CP_rx1,24,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,gamma_CP_rx2,24,0.943653250773994,0.944891640866873,-0.00123839009287918
rf,gamma_CP_rx2,24,0.935603715170279,0.936222910216718,-0.000619195046439591
logistic,a_FP_RHCP_rx1,24,0.943653250773994,0.944272445820433,-0.000619195046439591
rf,a_FP_RHCP_rx1,24,0.935603715170279,0.923219814241486,0.0123839009287926
logistic,a_FP_LHCP_rx1,24,0.943653250773994,0.940557275541796,0.00309597523219818
rf,a_FP_LHCP_rx1,24,0.935603715170279,0.921362229102167,0.0142414860681116
logistic,a_FP_RHCP_rx2,24,0.943653250773994,0.939318885448917,0.00433436532507736
rf,a_FP_RHCP_rx2,24,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,a_FP_LHCP_rx2,24,0.943653250773994,0.946749226006192,-0.00309597523219818
rf,a_FP_LHCP_rx2,24,0.935603715170279,0.934984520123839,0.00061919504643948
logistic,gamma_CP_rx1,25,0.943653250773994,0.940557275541796,0.00309597523219818
rf,gamma_CP_rx1,25,0.935603715170279,0.935603715170279,1.11022302462516e-16
logistic,gamma_CP_rx2,25,0.943653250773994,0.938080495356037,0.00557275541795654
rf,gamma_CP_rx2,25,0.935603715170279,0.934365325077399,0.00123839009287918
logistic,a_FP_RHCP_rx1,25,0.943653250773994,0.936842105263158,0.00681114551083606
rf,a_FP_RHCP_rx1,25,0.935603715170279,0.920743034055727,0.0148606811145512
logistic,a_FP_LHCP_rx1,25,0.943653250773994,0.934365325077399,0.00928792569659453
rf,a_FP_LHCP_rx1,25,0.935603715170279,0.924458204334365,0.0111455108359133
logistic,a_FP_RHCP_rx2,25,0.943653250773994,0.941176470588235,0.00247678018575859
rf,a_FP_RHCP_rx2,25,0.935603715170279,0.934984520123839,0.000619195046439702
logistic,a_FP_LHCP_rx2,25,0.943653250773994,0.941795665634675,0.00185758513931877
rf,a_FP_LHCP_rx2,25,0.935603715170279,0.937461300309598,-0.00185758513931888
logistic,gamma_CP_rx1,26,0.943653250773994,0.93312693498452,0.0105263157894737
rf,gamma_CP_rx1,26,0.935603715170279,0.937770897832817,-0.00216718266253879
logistic,gamma_CP_rx2,26,0.943653250773994,0.938699690402477,0.00495356037151706
rf,gamma_CP_rx2,26,0.935603715170279,0.936222910216718,-0.000619195046439702
logistic,a_FP_RHCP_rx1,26,0.943653250773994,0.93374613003096,0.00990712074303413
rf,a_FP_RHCP_rx1,26,0.935603715170279,0.91702786377709,0.0185758513931888
logistic,a_FP_LHCP_rx1,26,0.943653250773994,0.936842105263158,0.00681114551083617
rf,a_FP_LHCP_rx1,26,0.935603715170279,0.934984520123839,0.000619195046439702
logistic,a_FP_RHCP_rx2,26,0.943653250773994,0.939938080495356,0.00371517027863799
rf,a_FP_RHCP_rx2,26,0.935603715170279,0.944272445820433,-0.00866873065015483
logistic,a_FP_LHCP_rx2,26,0.943653250773994,0.937461300309598,0.00619195046439636
rf,a_FP_LHCP_rx2,26,0.935603715170279,0.939318885448916,-0.00371517027863777
logistic,gamma_CP_rx1,27,0.943653250773994,0.930650154798762,0.0130030959752323
rf,gamma_CP_rx1,27,0.935603715170279,0.937461300309598,-0.00185758513931888
logistic,gamma_CP_rx2,27,0.943653250773994,0.949226006191951,-0.00557275541795665
